"Object","Catalogue","Type","RA","Dec","Const","Mag","Subr","Size_max","Size_min","Common","Other"
"NGC 2968","NGC","GALXY","9.72","31.929","LEO","11.73","23.27","2.48","1.63","","UGC 5190"
"NGC 2969","NGC","GALXY","9.698","-8.603","SEX","13.0","22.49","1.32","0.6","","MCG - 1-25- 21"
"NGC 2970","NGC","GALXY","9.725","31.977","LEO","13.64","22.93","0.85","0.75","","MCG 5-23- 30"
"NGC 2971","NGC","GALXY","9.729","36.179","LMI","14.0","23.52","1.13","0.78","","UGC 5197"
"NGC 2972","NGC","OPNCL","9.67","-50.321","VEL","9.9","","3.6","3.6","","NGC 2999"
"NGC 2974","NGC","GALXY","9.709","-3.699","SEX","10.89","23.42","3.48","2.13","","NGC 2652, MCG 0-25- 8, MCG +00-25-008"
"NGC 2975","NGC","GALXY","9.688","-16.674","HYA","15.0","24.1","0.84","0.63","","NPM 1G -16 291"
"NGC 2976","NGC","GALXY","9.788","67.916","UMA","10.16","22.81","5.77","3.01","","UGC 5221"
"NGC 2977","NGC","GALXY","9.73","74.86","DRA","12.5","23.12","2.08","1.05","","UGC 5175"
"NGC 2978","NGC","GALXY","9.721","-9.746","SEX","13.5","22.69","1.07","0.87","","MCG - 1-25- 29"
"NGC 2979","NGC","GALXY","9.719","-10.383","SEX","14.0","","2.06","1.25","","NGC 3050"
"NGC 2980","NGC","GALXY","9.72","-9.612","SEX","12.99","23.01","1.79","0.86","","MCG - 1-25- 28"
"NGC 2981","NGC","GALXY","9.749","31.098","LEO","13.6","23.38","1.06","0.7","","UGC 5208"
"NGC 2982","NGC","OPNCL","9.7","-44.027","VEL","","","12","12","","OCL 770"
"NGC 2983","NGC","GALXY","9.728","-20.477","HYA","11.87","23.29","2.37","1.16","","ESO 566- 3"
"NGC 2984","NGC","GALXY","9.728","11.061","LEO","13.4","22.74","0.85","0.83","","IC 556"
"NGC 2985","NGC","GALXY","9.84","72.279","UMA","10.51","22.6","3.61","2.92","","UGC 5253"
"NGC 2986","NGC","GALXY","9.738","-21.278","HYA","10.64","23.96","4.81","3.85","","ESO 566- 5"
"NGC 2987","NGC","GALXY","9.762","4.942","SEX","12.9","22.92","1.31","0.6","","UGC 5220"
"NGC 2988","NGC","GALXY","9.78","22.012","LEO","14.5","23.18","0.91","0.33","","UGC 5233, NGC 2991"
"NGC 2989","NGC","GALXY","9.757","-18.374","HYA","13.37","23.13","1.69","1.16","","ESO 566- 9"
"NGC 2990","NGC","GALXY","9.771","5.709","SEX","12.76","21.12","0.93","0.44","","UGC 5229"
"NGC 2991","NGC","GALXY","9.781","22.014","LEO","12.64","22.27","0.99","0.8","","UGC 5233, NGC 2988"
"NGC 2992","NGC","GALXY","9.762","-14.326","HYA","13.1","23.55","2.92","0.69","","MCG - 2-25- 14"
"NGC 2993","NGC","GALXY","9.763","-14.368","HYA","12.64","22.41","1.36","1.13","","MCG - 2-25- 15"
"NGC 2994","NGC","GALXY","9.788","22.089","LEO","13.08","22.61","0.95","0.52","","UGC 5239"
"NGC 2996","NGC","GALXY","9.775","-21.572","HYA","12.5","23.06","1.36","1.36","","ESO 566-12"
"NGC 2997","NGC","GALXY","9.761","-31.191","ANT","9.41","23.42","10.26","6.21","","ESO 434-35"
"NGC 2998","NGC","GALXY","9.812","44.081","UMA","12.54","23.23","2.44","1.23","","UGC 5250"
"NGC 2999","NGC","OPNCL","9.67","-50.321","VEL","9.0","","5","5","","NGC 2972"
"NGC 3001","NGC","GALXY","9.772","-30.437","ANT","11.57","23.5","3.02","2.26","","ESO 434-38"
"NGC 3003","NGC","GALXY","9.81","33.421","LMI","11.78","23.22","4.74","1.06","","UGC 5251"
"NGC 3005","NGC","GALXY","9.821","44.131","UMA","16.0","23.29","1.14","0.3","","MCG 7-20- 54"
"NGC 3006","NGC","GALXY","9.821","44.026","UMA","15.6","23.18","0.82","0.29","","MCG 7-20- 55"
"NGC 3007","NGC","GALXY","9.796","-6.438","SEX","15.0","23.98","1.61","0.78","","MCG - 1-25- 38"
"NGC 3008","NGC","GALXY","9.826","44.103","UMA","15.4","23.18","0.75","0.47","","MCG 7-20- 59"
"NGC 3009","NGC","GALXY","9.836","44.295","UMA","13.5","22.53","0.77","0.74","","UGC 5264"
"NGC 3010","NGC","GALXY","9.843","44.314","UMA","16.23","23.79","0.98","0.58","","UGC 5273"
"NGC 3010A","NGC","GALXY","9.843","44.323","UMA","","21.51","0.39","0.2","",""
"NGC 3010C","NGC","GALXY","9.844","44.331","UMA","","23.22","0.68","0.51","",""
"NGC 3011","NGC","GALXY","9.828","32.221","LEO","13.3","22.79","0.82","0.69","","UGC 5259"
"NGC 3012","NGC","GALXY","9.831","34.714","LMI","13.5","23.98","1.24","1.18","","UGC 5262"
"NGC 3013","NGC","GALXY","9.836","33.569","LMI","15.6","23.61","0.81","0.56","","MCG 6-22- 18"
"NGC 3014","NGC","GALXY","9.819","-4.743","SEX","14.0","23.77","0.93","0.49","","MCG - 1-25- 43"
"NGC 3015","NGC","GALXY","9.823","1.145","SEX","13.9","21.66","0.53","0.4","","UGC 5261"
"NGC 3016","NGC","GALXY","9.831","12.695","LEO","12.9","22.68","1.12","0.95","","UGC 5266"
"NGC 3017","NGC","GALXY","9.818","-2.822","SEX","13.1","23.32","1.02","0.88","","MCG 0-25- 19"
"NGC 3018","NGC","GALXY","9.828","0.621","SEX","13.3","22.4","1.17","0.54","","UGC 5265"
"NGC 3019","NGC","GALXY","9.835","12.746","LEO","15.0","23.18","0.76","0.49","","MCG 2-25- 44"
"NGC 3020","NGC","GALXY","9.835","12.814","LEO","11.9","23.54","2.34","1.28","","UGC 5271"
"NGC 3021","NGC","GALXY","9.849","33.554","LMI","12.42","21.55","1.36","0.81","","UGC 5280"
"NGC 3022","NGC","GALXY","9.828","-5.167","SEX","14.0","24.37","1.7","1.56","","MCG - 1-25- 46"
"NGC 3023","NGC","GALXY","9.831","0.618","SEX","12.7","23.0","1.82","0.94","","UGC 5269"
"NGC 3024","NGC","GALXY","9.841","12.765","LEO","13.1","22.95","1.71","0.5","","UGC 5275"
"NGC 3025","NGC","GALXY","9.825","-21.742","HYA","12.9","23.68","1.59","1.05","","ESO 566-15"
"NGC 3026","NGC","GALXY","9.849","28.551","LEO","13.0","23.17","2.22","0.6","","UGC 5279"
"NGC 3027","NGC","GALXY","9.928","72.204","UMA","11.76","22.73","3.35","1.27","","UGC 5316"
"NGC 3028","NGC","GALXY","9.832","-19.184","HYA","12.7","22.28","1.08","0.84","","ESO 566-16"
"NGC 3029","NGC","GALXY","9.815","-8.051","SEX","14.01","23.55","1.35","0.87","","MCG - 1-25- 47"
"NGC 3030","NGC","GALXY","9.836","-12.226","HYA","15.0","23.58","1.24","0.92","","MCG - 2-25- 21"
"NGC 3031","NGC","GALXY","9.926","69.065","UMA","6.92","22.78","21.63","11.25","Bode's Galaxy, Bode's Nebula","M 81"
"NGC 3032","NGC","GALXY","9.869","29.236","LEO","13.09","22.59","1.43","1.31","","UGC 5292"
"NGC 3033","NGC","OPNCL","9.81","-56.43","VEL","8.8","","4.8","4.8","","OCL 796"
"NGC 3034","NGC","GALXY","9.931","69.679","UMA","8.3","22.22","10.99","5.11","Cigar Galaxy","M 82"
"NGC 3035","NGC","GALXY","9.865","-6.823","SEX","13.5","","1.47","1.19","","MCG - 1-25- 52"
"NGC 3036","NGC","OPNCL","9.821","-62.676","CAR","","","4.8","4.8","","ESO 126-SC 27"
"NGC 3037","NGC","GALXY","9.857","-27.011","HYA","13.1","22.89","1.29","1.13","","ESO 499-10"
"NGC 3038","NGC","GALXY","9.854","-32.753","ANT","11.69","23.06","2.8","1.69","","ESO 374- 2"
"NGC 3039","NGC","GALXY","9.875","2.154","SEX","13.4","23.24","1.32","0.69","","UGC 5297"
"NGC 3040","NGC","GALCL","9.885","19.437","LEO","","","1.8","1.8","",""
"NGC 3040 NED01","NGC","GALXY","9.884","19.443","LEO","","23.9","0.87","0.39","",""
"NGC 3040 NED02","NGC","GALXY","9.885","19.432","LEO","","23.89","1.51","0.91","",""
"NGC 3040A","NGC","GALXY","9.885","19.433","LEO","14.2","","0.7","0.2","","UGC 5300, NGC 3040B"
"NGC 3040B","NGC","GALXY","9.885","19.45","LEO","15.8","","0.4","0.2","","UGC 5300, NGC 3040A"
"NGC 3041","NGC","GALXY","9.885","16.678","LEO","11.55","23.21","3.22","2.07","","UGC 5303"
"NGC 3042","NGC","GALXY","9.889","0.698","SEX","12.9","22.77","1.02","0.74","","UGC 5307"
"NGC 3043","NGC","GALXY","9.937","59.307","UMA","12.6","22.5","1.66","0.61","","UGC 5327"
"NGC 3044","NGC","GALXY","9.895","1.58","SEX","11.94","22.88","4.2","0.7","","UGC 5311"
"NGC 3045","NGC","GALXY","9.888","-18.645","HYA","14.0","22.74","1.43","0.64","","ESO 566-22"
"NGC 3046","NGC","GALXY","9.9","-27.286","ANT","","","2.2","1.39","","NGC 3051, ESO 499-16"
"NGC 3047","NGC","GALCL","9.909","-1.29","SEX","14.2","","1.2","0.4","","UGC 5323, NGC 3047A"
"NGC 3047A","NGC","GALXY","9.909","-1.291","SEX","14.2","22.32","0.6","0.6","","UGC 5323, NGC 3047"
"NGC 3047B","NGC","GALXY","9.908","-1.288","SEX","","22.91","0.59","0.45","",""
"NGC 3048","NGC","GALCL","9.916","16.458","LEO","15.2","","1.0","0.3","","ZwG 92. 71"
"NGC 3048 NED01","NGC","GALXY","9.916","16.456","LEO","","23.18","0.71","0.4","",""
"NGC 3048 NED02","NGC","GALXY","9.916","16.46","LEO","","23.36","0.41","0.28","",""
"NGC 3049","NGC","GALXY","9.914","9.271","LEO","12.1","23.61","2.11","1.22","","UGC 5325"
"NGC 3050","NGC","GALXY","9.719","-10.383","SEX","13.6","","1.5","1","","NGC 2979"
"NGC 3051","NGC","GALXY","9.9","-27.286","ANT","15.0","23.35","2.2","1.39","","NGC 3046, ESO 499-16"
"NGC 3052","NGC","GALXY","9.908","-18.639","HYA","12.36","22.86","2.15","1.42","","ESO 566-26"
"NGC 3053","NGC","GALXY","9.926","16.433","LEO","12.7","23.21","1.59","0.7","","UGC 5329"
"NGC 3054","NGC","GALXY","9.908","-25.703","HYA","11.48","23.47","3.56","2.18","","ESO 499-18"
"NGC 3055","NGC","GALXY","9.922","4.27","SEX","12.06","22.39","1.96","1.11","","UGC 5328"
"NGC 3056","NGC","GALXY","9.909","-28.298","ANT","11.7","23.05","2.26","1.39","","ESO 435- 7"
"NGC 3057","NGC","GALXY","10.094","80.286","DRA","13.09","22.73","1.45","0.92","","UGC 5404"
"NGC 3058","NGC","GALCL","9.893","-12.482","HYA","15.0","","1.4","1","","IC 573, NGC 3058 NED 02, NGC 3058 NED02"
"NGC 3058 NED01","NGC","GALXY","9.893","-12.479","HYA","","","0.62","0.35","",""
"NGC 3058 NED02","NGC","GALXY","9.893","-12.482","HYA","15.0","22.94","1.26","0.48","","IC 573, NGC 3058 NED 02, NGC 3058"
"NGC 3059","NGC","GALXY","9.836","-73.922","CAR","11.3","23.32","3.8","3.56","","ESO 37- 7"
"NGC 3060","NGC","GALXY","9.939","16.831","LEO","13.0","22.99","2.02","0.42","","UGC 5338"
"NGC 3061","NGC","GALXY","9.937","75.866","DRA","12.8","23.01","1.58","1.23","","UGC 5319"
"NGC 3062","NGC","GALXY","9.943","1.429","SEX","14.7","23.01","0.83","0.4","","ZwG 8. 2"
"NGC 3064","NGC","GALXY","9.928","-6.364","SEX","14.5","23.04","1.15","0.33","","MCG - 1-26- 1"
"NGC 3065","NGC","GALXY","10.032","72.17","UMA","13.12","21.87","1.87","1.78","","UGC 5375"
"NGC 3066","NGC","GALXY","10.036","72.125","UMA","12.89","22.45","1.12","1.06","","UGC 5379"
"NGC 3067","NGC","GALXY","9.973","32.37","LEO","12.13","22.36","2.06","0.66","","UGC 5351"
"NGC 3068","NGC","GALXY","9.978","28.878","LEO","14.05","23.55","0.87","0.7","","NGC 3068A"
"NGC 3069","NGC","GALXY","9.966","10.432","LEO","14.1","23.15","0.86","0.37","","IC 580"
"NGC 3070","NGC","GALXY","9.969","10.36","LEO","12.29","23.07","1.55","1.28","","UGC 5350"
"NGC 3071","NGC","GALXY","9.981","31.62","LEO","14.3","23.26","0.66","0.46","","ZwG 153. 8"
"NGC 3072","NGC","GALXY","9.957","-19.355","HYA","12.7","23.74","1.82","0.62","","ESO 566-33"
"NGC 3073","NGC","GALXY","10.014","55.619","UMA","13.43","23.25","1.2","1.07","","UGC 5374"
"NGC 3074","NGC","GALXY","9.995","35.393","LMI","12.83","23.54","1.96","1.69","","UGC 5366"
"NGC 3075","NGC","GALXY","9.982","14.42","LEO","13.6","23.34","1.5","0.64","","UGC 5360"
"NGC 3076","NGC","GALXY","9.96","-18.179","HYA","13.1","22.52","0.87","0.84","","ESO 566-34"
"NGC 3077","NGC","GALXY","10.055","68.734","UMA","9.88","22.8","5.21","4.32","","UGC 5398"
"NGC 3078","NGC","GALXY","9.974","-26.927","HYA","11.16","23.34","3.04","2.48","","ESO 499-27"
"NGC 3079","NGC","GALXY","10.033","55.68","UMA","10.71","23.17","8.18","1.29","","UGC 5387"
"NGC 3080","NGC","GALXY","9.999","13.044","LEO","15.01","23.14","0.8","0.77","","UGC 5372"
"NGC 3081","NGC","GALXY","9.992","-22.826","HYA","12.9","23.62","2.67","1.59","","IC 2529, H III 596"
"NGC 3082","NGC","GALXY","9.981","-30.358","ANT","12.5","23.9","2.14","0.77","","ESO 435-18"
"NGC 3083","NGC","GALXY","9.997","-2.877","SEX","13.7","22.61","0.99","0.34","","MCG 0-26- 2"
"NGC 3084","NGC","GALXY","9.985","-27.129","ANT","12.3","22.88","1.66","1.23","","IC 2528"
"NGC 3085","NGC","GALXY","9.991","-19.492","HYA","12.92","23.18","1.24","0.41","","ESO 566-38"
"NGC 3086","NGC","GALXY","10.003","-2.976","SEX","13.9","23.02","1.16","0.4","","MCG 0-26- 3"
"NGC 3087","NGC","GALXY","9.986","-34.225","ANT","11.43","23.29","2.28","2.02","","ESO 374-15"
"NGC 3088","NGC","GALCL","10.019","22.404","LEO","14.7","23.5","2.0","0.83","","NGC 3088A"
"NGC 3088A","NGC","GALXY","10.019","22.403","LEO","14.7","23.5","1.35","0.83","","NGC 3088"
"NGC 3088B","NGC","GALXY","10.019","22.402","LEO","15.4","23.66","0.93","0.26","","UGC 5384"
"NGC 3089","NGC","GALXY","9.994","-28.331","ANT","12.4","23.02","1.95","1.13","","ESO 435-24"
"NGC 3090","NGC","GALXY","10.008","-2.969","SEX","12.58","23.53","1.63","1.3","","MCG 0-26- 5"
"NGC 3091","NGC","GALXY","10.004","-19.637","HYA","11.0","23.8","3.69","2.18","","ESO 566-41"
"NGC 3092","NGC","GALXY","10.013","-3.012","SEX","13.3","23.95","1.3","0.5","","MCG 0-26- 8"
"NGC 3093","NGC","GALXY","10.015","-2.972","SEX","14.2","23.6","0.77","0.36","","MCG 0-26- 7"
"NGC 3094","NGC","GALXY","10.024","15.77","LEO","12.3","22.65","1.34","0.98","","UGC 5390"
"NGC 3095","NGC","GALXY","10.002","-31.553","ANT","11.63","23.33","3.61","1.81","","ESO 435-26"
"NGC 3096","NGC","GALXY","10.009","-19.662","HYA","13.09","23.45","1.17","1.03","","ESO 566-42"
"NGC 3098","NGC","GALXY","10.038","24.711","LEO","11.96","23.32","2.33","0.5","","UGC 5397"
"NGC 3099","NGC","GALXY","10.043","32.707","LMI","","24.28","1.15","0.62","",""
"NGC 3099A","NGC","GALXY","10.043","32.7","LMI","15.4","","0.6","0.5","","NGC 3099 B 4201"
"NGC 3099B","NGC","GALXY","10.042","32.717","LMI","16.0","","0.3","0.3","","MCG 6-22- 58"
"NGC 3100","NGC","GALXY","10.011","-31.665","ANT","11.37","23.52","3.56","2.48","","NGC 3103"
"NGC 3101","NGC","GALXY","10.027","-2.994","SEX","14.4","23.8","1.22","0.21","","MCG 0-26- 11"
"NGC 3102","NGC","GALXY","10.075","60.108","UMA","13.3","22.97","0.98","0.98","","UGC 5418"
"NGC 3103","NGC","GALXY","10.011","-31.665","ANT","12.1","","3.2","1.7","","NGC 3100"
"NGC 3104","NGC","GALXY","10.066","40.757","LMI","12.78","24.57","2.99","2.03","","UGC 5414"
"NGC 3105","NGC","OPNCL","10.011","-54.788","VEL","9.7","","4.08","4.08","","OCL 798"
"NGC 3106","NGC","GALXY","10.068","31.185","LMI","12.42","21.74","0.89","0.25","","UGC 5419"
"NGC 3107","NGC","GALXY","10.073","13.621","LEO","13.4","21.59","0.77","0.63","","UGC 5425"
"NGC 3108","NGC","GALXY","10.041","-31.677","ANT","11.47","23.5","2.54","2.22","","ESO 435-32"
"NGC 3109","NGC","GALXY","10.052","-26.16","HYA","10.54","23.59","16.0","2.74","","ESO 499-36"
"NGC 3110","NGC","GALXY","10.067","-6.475","SEX","13.5","22.55","1.87","0.9","","NGC 3122, 3518, NGC 3518"
"NGC 3111","NGC","GALXY","10.102","47.263","UMA","13.0","23.61","1.42","1.34","","UGC 5441"
"NGC 3112","NGC","GALXY","10.066","-20.782","HYA","16.0","23.9","1.1","0.3","","ESO 567-11"
"NGC 3113","NGC","GALXY","10.074","-28.444","ANT","12.7","23.71","3.43","1.05","","ESO 435-35"
"NGC 3114","NGC","OPNCL","10.042","-60.131","CAR","4.2","","12.3","12.3","","OCL 802"
"NGC 3115","NGC","GALXY","10.087","-7.719","SEX","9.09","23.02","7.1","3.01","Spindle Galaxy","MCG - 1-26- 18, C 53"
"NGC 3116","NGC","GALXY","10.113","31.098","LMI","15.3","23.4","0.7","0.64","","MCG 5-24- 12"
"NGC 3117","NGC","GALXY","10.103","2.913","SEX","13.3","23.39","0.96","0.91","","UGC 5445"
"NGC 3118","NGC","GALXY","10.12","33.027","LMI","13.5","23.54","2.08","0.44","","UGC 5452"
"NGC 3119","NGC","GALXY","10.114","14.374","LEO","15.3","23.11","1.05","0.81","","NGC 3121"
"NGC 3120","NGC","GALXY","10.09","-34.22","ANT","12.77","23.09","1.68","1.17","","ESO 374-29"
"NGC 3121","NGC","GALXY","10.114","14.374","LEO","12.6","13.5","1.7","1.4","","NGC 3119"
"NGC 3122","NGC","GALXY","10.067","-6.475","SEX","13.5","","1.6","0.8","","NGC 3110, 3518, NGC 3518"
"NGC 3124","NGC","GALXY","10.111","-19.222","HYA","12.15","23.66","2.7","2.1","","ESO 567-17"
"NGC 3125","NGC","GALXY","10.109","-29.935","ANT","12.87","22.63","1.21","0.97","","ESO 435-41"
"NGC 3126","NGC","GALXY","10.139","31.863","LMI","12.8","23.76","3.1","0.66","","UGC 5466"
"NGC 3127","NGC","GALXY","10.107","-16.126","HYA","14.0","23.46","1.62","0.28","","MCG - 3-26- 22"
"NGC 3128","NGC","GALXY","10.1","-16.122","HYA","14.0","23.14","1.54","0.63","","MCG - 3-26- 20"
"NGC 3130","NGC","GALXY","10.137","9.977","LEO","13.4","23.27","1.07","0.61","","UGC 5468"
"NGC 3131","NGC","GALXY","10.143","18.231","LEO","13.0","23.51","2.16","0.67","","UGC 5471"
"NGC 3132","NGC","PLNNB","10.117","-40.437","VEL","9.2","8.2","0.88","0.5","Eight-Burst Nebula, Eight-burst Planetary Nebula, Southern Ring Nebula","PK 272+12.1, C 74"
"NGC 3133","NGC","GALXY","10.12","-11.965","HYA","16.1","","0.68","0.29","",""
"NGC 3134","NGC","GALXY","10.208","12.377","LEO","14.6","23.6","1.49","0.4","","MCG 2-26- 31"
"NGC 3135","NGC","GALXY","10.182","45.95","UMA","13.4","22.8","1.0","0.6","","UGC 5486"
"NGC 3136","NGC","GALXY","10.097","-67.378","CAR","10.67","23.66","4.2","2.94","","ESO 92- 8"
"NGC 3136A","NGC","GALXY","10.059","-67.448","CAR","15.0","23.88","1.6","0.33","","ESO 92- 7"
"NGC 3136B","NGC","GALXY","10.17","-67.005","CAR","11.79","22.85","1.75","1.35","","ESO 92-13"
"NGC 3137","NGC","GALXY","10.152","-29.064","ANT","11.57","24.27","5.57","3.85","","ESO 435-47"
"NGC 3138","NGC","GALXY","10.155","-11.957","HYA","15.0","23.32","1.1","0.21","","MCG - 2-26- 32"
"NGC 3139","NGC","GALXY","10.168","-11.778","HYA","15.0","23.73","1.21","0.97","","MCG - 2-26- 34"
"NGC 3140","NGC","GALXY","10.158","-16.628","HYA","14.07","23.25","0.96","0.68","","MCG - 3-26- 28"
"NGC 3141","NGC","GALXY","10.156","-16.653","HYA","15.3","23.89","0.76","0.47","","NPM 1G -16 304"
"NGC 3142","NGC","GALXY","10.168","-8.48","SEX","14.0","23.15","0.86","0.3","","MCG - 1-26- 28"
"NGC 3143","NGC","GALXY","10.168","-12.581","HYA","14.28","23.07","0.82","0.67","","MCG - 2-26- 33"
"NGC 3144","NGC","GALXY","10.259","74.22","DRA","13.4","23.04","1.12","0.74","","NGC 3174"
"NGC 3145","NGC","GALXY","10.169","-12.434","HYA","12.0","22.86","2.87","1.37","","MCG - 2-26- 36"
"NGC 3146","NGC","GALXY","10.186","-20.871","HYA","13.1","22.62","1.01","0.79","","ESO 567-23"
"NGC 3147","NGC","GALXY","10.282","73.401","DRA","11.94","22.95","4.11","3.55","","UGC 5532"
"NGC 3149","NGC","GALXY","10.062","-80.422","CHA","13.1","22.38","1.15","0.94","","ESO 19- 1"
"NGC 3150","NGC","GALXY","10.224","38.658","LMI","15.4","23.88","1.04","0.77","","MCG 7-21- 17"
"NGC 3151","NGC","GALXY","10.225","38.62","LMI","13.8","23.46","0.93","0.42","","MCG 7-21- 18"
"NGC 3152","NGC","GALXY","10.226","38.843","LMI","14.2","23.44","0.74","0.65","","MCG 7-21- 18A"
"NGC 3153","NGC","GALXY","10.214","12.667","LEO","12.84","23.21","1.73","0.89","","UGC 5505"
"NGC 3154","NGC","GALXY","10.217","17.034","LEO","14.3","22.21","0.83","0.39","","UGC 5507"
"NGC 3155","NGC","GALXY","10.294","74.347","DRA","12.9","22.71","1.21","0.64","","NGC 3194"
"NGC 3156","NGC","GALXY","10.211","3.129","SEX","12.3","23.18","1.91","1.02","","UGC 5503"
"NGC 3157","NGC","GALXY","10.195","-31.643","ANT","13.2","22.78","1.7","0.44","","IC 2555"
"NGC 3158","NGC","GALXY","10.231","38.765","LMI","11.88","23.59","2.32","1.94","","UGC 5511"
"NGC 3159","NGC","GALXY","10.231","38.654","LMI","13.59","23.35","0.96","0.76","","MCG 7-21- 21"
"NGC 3160","NGC","GALXY","10.232","38.843","LMI","15.2","23.36","1.25","0.25","","UGC 5513"
"NGC 3161","NGC","GALXY","10.233","38.657","LMI","13.5","22.31","0.46","0.28","","MCG 7-21- 22"
"NGC 3162","NGC","GALXY","10.225","22.738","LEO","11.72","22.45","2.09","1.69","","NGC 3575"
"NGC 3163","NGC","GALXY","10.235","38.653","LMI","13.34","23.38","1.14","0.97","","UGC 5517"
"NGC 3164","NGC","GALXY","10.253","56.672","UMA","13.6","22.76","0.8","0.57","","UGC 5527"
"NGC 3165","NGC","GALXY","10.225","3.375","SEX","13.87","22.9","1.17","0.54","","UGC 5512"
"NGC 3166","NGC","GALXY","10.229","3.425","SEX","10.62","23.27","4.5","2.84","","UGC 5516"
"NGC 3168","NGC","GALXY","10.273","60.235","UMA","13.4","23.18","0.91","0.79","","UGC 5536"
"NGC 3169","NGC","GALXY","10.238","3.466","SEX","10.89","22.93","4.34","2.65","","UGC 5525"
"NGC 3171","NGC","GALXY","10.26","-20.647","HYA","12.8","24.14","1.87","1.25","","ESO 567-31"
"NGC 3172","NGC","GALXY","11.787","89.093","UMI","14.9","23.9","1.14","1.0","Polarissima Borealis","ZwG 370 02"
"NGC 3173","NGC","GALXY","10.243","-27.693","ANT","12.8","23.69","1.9","1.71","","ESO 500-16"
"NGC 3174","NGC","GALXY","10.259","74.22","DRA","14.3","","1.2","0.7","","NGC 3144"
"NGC 3175","NGC","GALXY","10.245","-28.872","ANT","11.26","23.84","5.25","1.95","","ESO 436-3"
"NGC 3177","NGC","GALXY","10.276","21.123","LEO","12.37","22.34","1.44","1.1","","UGC 5544"
"NGC 3178","NGC","GALXY","10.269","-15.791","HYA","13.0","22.87","1.47","0.93","","MCG - 3-26- 34"
"NGC 3179","NGC","GALXY","10.299","41.114","UMA","13.1","24.04","1.86","0.41","","UGC 5555"
"NGC 3180","NGC","BRTNB","10.303","41.445","UMA","","","6.75","5.75","",""
"NGC 3181","NGC","BRTNB","10.303","41.413","UMA","","","2.84","0.83","",""
"NGC 3182","NGC","GALXY","10.326","58.206","UMA","12.1","23.15","1.92","1.59","","UGC 5568"
"NGC 3183","NGC","GALXY","10.364","74.177","DRA","11.9","22.78","2.22","1.38","","NGC 3218"
"NGC 3184","NGC","GALXY","10.305","41.424","UMA","9.84","23.47","7.4","7.18","","UGC 5557"
"NGC 3185","NGC","GALXY","10.294","21.688","LEO","12.2","23.07","2.15","1.23","Gamma Leonis Group","UGC 5554"
"NGC 3186","NGC","GALXY","10.265","6.964","LEO","15.0","24.08","1.08","1.08","","MCG 1-26- 32"
"NGC 3187","NGC","GALXY","10.297","21.873","LEO","13.28","23.35","2.24","0.74","","UGC 5556"
"NGC 3188","NGC","GALXY","10.329","57.423","UMA","13.7","23.24","0.84","0.63","","UGC 5569"
"NGC 3188A","NGC","GALXY","10.327","57.419","UMA","","23.34","0.44","0.21","",""
"NGC 3189","NGC","GALXY","10.302","21.832","LEO","11.05","22.97","3.64","1.22","","NGC 3190, UGC 5559"
"NGC 3190","NGC","GALXY","10.302","21.832","LEO","11.1","13.1","4","1.5","","NGC 3189, UGC 5559"
"NGC 3191","NGC","GALXY","10.318","46.454","UMA","13.3","21.94","0.71","0.52","","NGC 3192"
"NGC 3192","NGC","GALXY","10.318","46.454","UMA","16.0","","0.8","0.6","","NGC 3191"
"NGC 3193","NGC","GALXY","10.307","21.894","LEO","11.02","22.73","2.36","2.16","","UGC 5562"
"NGC 3194","NGC","GALXY","10.294","74.347","DRA","13.8","","1.4","1","","NGC 3155"
"NGC 3195","NGC","PLNNB","10.156","-80.859","CHA","11.6","10.8","0.7","0.50","","PK 296-20.1, C 109"
"NGC 3196","NGC","GALXY","10.314","27.669","LEO","15.7","23.3","0.46","0.26","","ZwG 153. 35"
"NGC 3197","NGC","GALXY","10.241","77.82","DRA","13.5","23.14","1.11","0.8","","UGC 5500"
"NGC 3198","NGC","GALXY","10.332","45.55","UMA","10.38","22.68","6.46","1.84","","UGC 5572"
"NGC 3199","NGC","BRTNB","10.29","-57.922","CAR","","","20.0","15.0","","ESO 127-EN 14"
"NGC 3200","NGC","GALXY","10.31","-17.983","HYA","12.1","23.48","4.07","1.14","","ESO 567-45"
"NGC 3201","NGC","GLOCL","10.294","-46.411","VEL","8.24","","18.0","9.6","","Dunlop 445, C 79"
"NGC 3202","NGC","GALXY","10.342","43.022","UMA","13.2","23.17","1.27","0.81","","UGC 5581"
"NGC 3203","NGC","GALXY","10.326","-26.699","HYA","12.13","24.2","3.16","0.64","","ESO 500-24"
"NGC 3204","NGC","GALXY","10.336","27.817","LEO","13.5","23.54","1.25","0.88","","UGC 5580"
"NGC 3205","NGC","GALXY","10.347","42.972","UMA","13.2","23.51","1.31","1.11","","UGC 5585"
"NGC 3206","NGC","GALXY","10.363","56.93","UMA","11.9","23.39","2.3","1.17","","UGC 5589"
"NGC 3207","NGC","GALXY","10.35","42.985","UMA","13.2","23.58","1.24","0.83","","UGC 5587"
"NGC 3208","NGC","GALXY","10.328","-25.815","HYA","12.89","23.44","1.78","1.55","","ESO 500-25"
"NGC 3209","NGC","GALXY","10.344","25.505","LEO","12.7","23.75","1.57","1.21","","UGC 5584"
"NGC 3211","NGC","PLNNB","10.297","-62.67","CAR","10.7","7.8","0.27","0.27","","PK 286-4.1"
